horizon,model,model_label,comparison,comparison_label,weighting_source,null_type,mas,p_value,msdr,expected_msdr,null_alpha,n_sims,seed,n_predictors,n_good_gpbsv,n_bad_gpbsv,n_dropped_base,n_dropped_zero_weight,n_dropped_missing
12,rf_cv,RF,is_shapley_vs_oos_gpbsv,Current: IS Shapley VI vs OOS GPBSV,ishapley_vi,signed,0.8935091596517483,0.0,1195.746259113663,11228.630135730667,0.6666666666666666,1000000,20260602,121,96.0,25.0,1,0,0
12,xgb_cv,XGBoost,is_shapley_vs_oos_gpbsv,Current: IS Shapley VI vs OOS GPBSV,ishapley_vi,signed,0.4736099625096918,0.053742,5608.04347926135,10653.779668777648,0.6666666666666666,1000000,20260602,121,64.0,57.0,1,0,0
12,nn_comb,Neural net,is_shapley_vs_oos_gpbsv,Current: IS Shapley VI vs OOS GPBSV,ishapley_vi,signed,0.47992750008418517,0.039377,5022.77404684047,9657.834335892623,0.6666666666666666,1000000,20260602,121,71.0,50.0,1,0,0
12,lin_comb,Linear combination,is_shapley_vs_oos_gpbsv,Current: IS Shapley VI vs OOS GPBSV,ishapley_vi,signed,0.5218921127977432,0.023692,5216.005293814774,10909.682591385941,0.6666666666666666,1000000,20260602,121,70.0,51.0,1,0,0
12,nonlin_comb,Nonlinear combination,is_shapley_vs_oos_gpbsv,Current: IS Shapley VI vs OOS GPBSV,ishapley_vi,signed,0.6337387629343558,5.1e-05,3642.3753764194553,9944.747103463313,0.6666666666666666,1000000,20260602,121,78.0,43.0,1,0,0
12,all_comb,All models combination,is_shapley_vs_oos_gpbsv,Current: IS Shapley VI vs OOS GPBSV,ishapley_vi,signed,0.6749139215594746,9e-06,3365.372485001302,10352.250398249513,0.6666666666666666,1000000,20260602,121,77.0,44.0,1,0,0
12,pca,PCA,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9690870251142337,0.0,83.96148502763654,2716.0596913723807,0.6666666666666666,1000000,20260602,121,,,1,0,0
12,enet,ENet,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.996551013240707,0.0,5.466429259145291,1584.9377340799006,0.6666666666666666,1000000,20260602,79,,,1,42,0
12,rf_cv,RF,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9920759192838204,0.0,24.703171394230324,3117.481040266395,0.6666666666666666,1000000,20260602,121,,,1,0,0
12,xgb_cv,XGBoost,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9898371809069371,0.0,31.169792782060785,3067.0419788675777,0.6666666666666666,1000000,20260602,121,,,1,0,0
12,nn_comb,Neural net,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9711110241722681,0.0,82.49564393884211,2855.609850303196,0.6666666666666666,1000000,20260602,121,,,1,0,0
12,lin_comb,Linear combination,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9845797024190964,0.0,49.05335539692074,3181.0900625982804,0.6666666666666666,1000000,20260602,121,,,1,0,0
12,nonlin_comb,Nonlinear combination,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9817662139872797,0.0,52.82123183306445,2896.8877772402957,0.6666666666666666,1000000,20260602,121,,,1,0,0
12,all_comb,All models combination,is_shapley_vs_oos_shapley,Check 1: IS Shapley VI vs OOS Shapley VI,ishapley_vi,ordinary,0.9863235791594183,0.0,41.07217989150037,3003.138055654723,0.6666666666666666,1000000,20260602,121,,,1,0,0
12,pca,PCA,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.5239327617392878,0.011102,4459.59482493694,9367.573457123088,0.6666666666666666,1000000,20260602,121,71.0,50.0,1,0,0
12,enet,ENet,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.3977675318502627,0.279496,3127.7412916691715,5193.57799037082,0.6666666666666666,1000000,20260602,76,35.0,41.0,1,45,0
12,rf_cv,RF,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.8957302986647759,0.0,1175.9008077290966,11277.492815948615,0.6666666666666666,1000000,20260602,121,96.0,25.0,1,0,0
12,xgb_cv,XGBoost,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.4487480044693346,0.084492,5782.472218570805,10489.707548367749,0.6666666666666666,1000000,20260602,121,64.0,57.0,1,0,0
12,nn_comb,Neural net,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.47162228643116544,0.047183,5109.919670144476,9670.959881389434,0.6666666666666666,1000000,20260602,121,71.0,50.0,1,0,0
12,lin_comb,Linear combination,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.5466285886884464,0.010179,4945.498635234409,10908.271919765797,0.6666666666666666,1000000,20260602,121,70.0,51.0,1,0,0
12,nonlin_comb,Nonlinear combination,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.6229040628084568,9.9e-05,3751.3844345098946,9948.090298847228,0.6666666666666666,1000000,20260602,121,78.0,43.0,1,0,0
12,all_comb,All models combination,oos_shapley_vs_oos_gpbsv,Check 2: OOS Shapley VI vs OOS GPBSV,oshapley_vi,signed,0.668261307388834,1.1e-05,3439.6939445830385,10368.684814872458,0.6666666666666666,1000000,20260602,121,77.0,44.0,1,0,0
