dgp,window,model,predictor,M,mean,std,q_low,q_high
polynomial,expanding,enet,x3,100,-0.976311172218442,3.6432825927704386e-06,-0.9763142153236005,-0.9763085132693147
polynomial,expanding,enet,x3,200,-0.9763121958306651,3.1004880748168645e-06,-0.9763150371384549,-0.9763088497687474
polynomial,expanding,enet,x3,500,-0.9763118885564828,2.17590042378005e-06,-0.9763145348638445,-0.9763099865855532
polynomial,expanding,enet,x3,1000,-0.9763138521967196,7.015655985112016e-07,-0.9763143831443414,-0.9763132995222729
polynomial,expanding,enet,x4,3,0.004165859778632153,1.235105390012556e-05,0.004149605652640939,0.004177485424925613
polynomial,expanding,enet,x4,6,0.004175222158726362,6.245962000588403e-06,0.004172270120315436,0.004178636007131773
polynomial,expanding,enet,x4,8,0.004178612630581481,6.153117510437746e-06,0.004171991044683494,0.004183496530928311
polynomial,expanding,enet,x4,12,0.004174223914296876,6.300204415906903e-06,0.004168747660207981,0.004180203178215096
polynomial,expanding,enet,x4,18,0.004173632067529421,4.582232307473823e-06,0.004169295042151097,0.004177200435457229
polynomial,expanding,enet,x4,30,0.004173006054811493,2.1096130772806957e-06,0.004171083992603506,0.004174923949838604
polynomial,expanding,enet,x4,40,0.004174014147111236,3.898849762344925e-06,0.004170241061874154,0.0041779403847621265
polynomial,expanding,enet,x4,60,0.004174372862362095,3.6899585723260733e-06,0.0041700230599639315,0.004178119873953573
polynomial,expanding,enet,x4,80,0.004174679793343683,2.2208474428948263e-06,0.004173664041549149,0.004176503964671982
polynomial,expanding,enet,x4,100,0.004175094528986426,1.9297875515310477e-06,0.004173602491302941,0.00417637982924015
polynomial,expanding,enet,x4,200,0.004175410772438823,1.6556271859091003e-06,0.0041738444656952275,0.0041769726978669805
polynomial,expanding,enet,x4,500,0.00417470771326775,1.0284575513476734e-06,0.004174017178489494,0.004175557966099141
polynomial,expanding,enet,x4,1000,0.004174981373421007,6.11076025531536e-07,0.004174281297451963,0.004175529625820093
polynomial,expanding,enet,x5,3,0.002796175100590687,3.5669891694521986e-06,0.002791873485352226,0.0027994904290253066
polynomial,expanding,enet,x5,6,0.0027980521314326747,3.147156977621716e-06,0.002795175088677563,0.0028011238623584516
polynomial,expanding,enet,x5,8,0.0027987104136529134,2.405966760856815e-06,0.002795953097404631,0.0028008250715466088
polynomial,expanding,enet,x5,12,0.00279851173334276,1.8333689575178383e-06,0.0027969715689093997,0.0027988582788442723
polynomial,expanding,enet,x5,18,0.002797329563524057,1.444923757416942e-06,0.00279603985552315,0.0027981431711330005
polynomial,expanding,enet,x5,30,0.0027976797806756265,8.609426623581613e-07,0.0027969011642115737,0.002798331037904455
polynomial,expanding,enet,x5,40,0.0027978834082380416,9.397145862690047e-07,0.0027971030645496673,0.0027988279297075235
polynomial,expanding,enet,x5,60,0.002797691425338345,6.212556734310917e-07,0.002797034814531314,0.002798182251266317
polynomial,expanding,enet,x5,80,0.0027980381626463205,8.351549590087069e-07,0.0027974070633712414,0.002798771062794444
polynomial,expanding,enet,x5,100,0.0027979147757496645,8.281552485737822e-07,0.00279767792377835,0.002798572152556497
polynomial,expanding,enet,x5,200,0.0027976828926592643,4.41448367916255e-07,0.0027972764303658094,0.0027981534836083407
polynomial,expanding,enet,x5,500,0.002797791844062828,3.137015419550563e-07,0.0027975995889923068,0.002797895604965778
polynomial,expanding,enet,x5,1000,0.0027977482116660875,2.8393464097710933e-07,0.002797588253253288,0.0027977945573742936
polynomial,expanding,enet,x6,3,0.002148252754328663,2.5329737797554314e-06,0.0021451637609357943,0.002150843009466481
polynomial,expanding,enet,x6,6,0.0021480503001004617,1.5045677504682827e-06,0.0021464991428825526,0.002149428972817328
polynomial,expanding,enet,x6,8,0.002148616422573975,1.7551838822793446e-06,0.0021469649885205487,0.002150077850092411
polynomial,expanding,enet,x6,12,0.002148766069248025,1.5376397033734632e-06,0.0021469707060292817,0.002150373011413402
polynomial,expanding,enet,x6,18,0.002148630586052096,8.115010711091464e-07,0.0021476910477659684,0.002149235769694303
polynomial,expanding,enet,x6,30,0.0021480296611252245,1.325990218500954e-06,0.0021467208012857643,0.0021491010456732977
polynomial,expanding,enet,x6,40,0.002148357573761248,9.034236349929406e-07,0.0021477355495602333,0.0021487820553647793
polynomial,expanding,enet,x6,60,0.002148687673943813,3.5945703360296607e-07,0.0021483248234165572,0.002148978619096508
polynomial,expanding,enet,x6,80,0.002148064568385287,4.584202051931498e-07,0.0021476203568950845,0.002148484288319374
polynomial,expanding,enet,x6,100,0.0021482548984180323,6.056069516933344e-07,0.0021476181631777187,0.002148877098184856
polynomial,expanding,enet,x6,200,0.0021480811100965417,3.28826548701246e-07,0.0021477058868765706,0.0021484189912764034
polynomial,expanding,enet,x6,500,0.002148141967594427,7.313780893752105e-08,0.0021480922374729054,0.002148186802360212
polynomial,expanding,enet,x6,1000,0.002148288065393416,1.2950318967839095e-07,0.002148178478254108,0.0021483995955665796
