dgp,window,model,predictor,M,replicate,pbsv
threshold,expanding,enet,x5,6,5,0.011758869065775982
threshold,expanding,enet,x6,6,5,0.0028273443967805623
threshold,expanding,rf,x1,6,5,-0.672728005885284
threshold,expanding,rf,x2,6,5,-1.36026234595645
threshold,expanding,rf,x3,6,5,-0.008260836591106732
threshold,expanding,rf,x4,6,5,0.0008329051593838344
threshold,expanding,rf,x5,6,5,-0.009924550337149044
threshold,expanding,rf,x6,6,5,-0.0014675066186095413
threshold,expanding,xgboost,x1,6,5,-0.7065890060334826
threshold,expanding,xgboost,x2,6,5,-1.3515460865359958
threshold,expanding,xgboost,x3,6,5,-0.06816903551077573
threshold,expanding,xgboost,x4,6,5,0.030201303225857457
threshold,expanding,xgboost,x5,6,5,-0.022842157228292564
threshold,expanding,xgboost,x6,6,5,0.0064106791455239565
threshold,expanding,enet,x1,6,6,0.015024196554136782
threshold,expanding,enet,x2,6,6,-0.5744876010466522
threshold,expanding,enet,x3,6,6,0.0010084658362133903
threshold,expanding,enet,x4,6,6,0.022072736846945846
threshold,expanding,enet,x5,6,6,0.011752060703008197
threshold,expanding,enet,x6,6,6,0.0028606941027197927
threshold,expanding,rf,x1,6,6,-0.6740870009736506
threshold,expanding,rf,x2,6,6,-1.361041909568522
threshold,expanding,rf,x3,6,6,-0.007843252938545264
threshold,expanding,rf,x4,6,6,0.0025315788515422044
threshold,expanding,rf,x5,6,6,-0.01061918560130585
threshold,expanding,rf,x6,6,6,-0.0007505699987340556
threshold,expanding,xgboost,x1,6,6,-0.7076764135523727
threshold,expanding,xgboost,x2,6,6,-1.3553393800502975
threshold,expanding,xgboost,x3,6,6,-0.06545448388849169
threshold,expanding,xgboost,x4,6,6,0.03417137650371738
threshold,expanding,xgboost,x5,6,6,-0.024091567290531597
threshold,expanding,xgboost,x6,6,6,0.00585616534081083
threshold,expanding,enet,x1,6,7,0.014994890941153546
threshold,expanding,enet,x2,6,7,-0.574413684571708
threshold,expanding,enet,x3,6,7,0.0009955807606456906
threshold,expanding,enet,x4,6,7,0.02206271373151388
threshold,expanding,enet,x5,6,7,0.01175283593418086
threshold,expanding,enet,x6,6,7,0.002838216200585849
threshold,expanding,rf,x1,6,7,-0.6752651995561688
threshold,expanding,rf,x2,6,7,-1.3601145021510506
threshold,expanding,rf,x3,6,7,-0.008096882531850369
threshold,expanding,rf,x4,6,7,0.0030500397046548944
threshold,expanding,rf,x5,6,7,-0.010369965302991835
threshold,expanding,rf,x6,6,7,-0.001013830391808986
threshold,expanding,xgboost,x1,6,7,-0.7110939453946298
threshold,expanding,xgboost,x2,6,7,-1.3523046001975167
threshold,expanding,xgboost,x3,6,7,-0.0673886328895736
threshold,expanding,xgboost,x4,6,7,0.03451483571730074
threshold,expanding,xgboost,x5,6,7,-0.023854656478605036
threshold,expanding,xgboost,x6,6,7,0.0075926963058594215
threshold,expanding,enet,x1,8,0,0.015018634735169123
threshold,expanding,enet,x2,8,0,-0.5744590357620329
threshold,expanding,enet,x3,8,0,0.001006137322946632
threshold,expanding,enet,x4,8,0,0.02205787546620197
threshold,expanding,enet,x5,8,0,0.011768148411063467
threshold,expanding,enet,x6,8,0,0.002838792823023406
threshold,expanding,rf,x1,8,0,-0.6738854930182014
threshold,expanding,rf,x2,8,0,-1.3607378815563238
threshold,expanding,rf,x3,8,0,-0.008353735442611171
threshold,expanding,rf,x4,8,0,0.001847267990982282
threshold,expanding,rf,x5,8,0,-0.009687227046794616
threshold,expanding,rf,x6,8,0,-0.0009932711562667396
threshold,expanding,xgboost,x1,8,0,-0.7085662411795413
threshold,expanding,xgboost,x2,8,0,-1.3544645319047475
threshold,expanding,xgboost,x3,8,0,-0.06517116806052128
threshold,expanding,xgboost,x4,8,0,0.030135479257184294
threshold,expanding,xgboost,x5,8,0,-0.022364330663635357
threshold,expanding,xgboost,x6,8,0,0.007896489614095836
threshold,expanding,enet,x1,8,1,0.015017134065791693
threshold,expanding,enet,x2,8,1,-0.5744456756059337
threshold,expanding,enet,x3,8,1,0.0009905559645019824
threshold,expanding,enet,x4,8,1,0.02207492868847158
threshold,expanding,enet,x5,8,1,0.011746273256835832
threshold,expanding,enet,x6,8,1,0.0028473366267043887
threshold,expanding,rf,x1,8,1,-0.6735048055975371
threshold,expanding,rf,x2,8,1,-1.3604969867946655
threshold,expanding,rf,x3,8,1,-0.007974884937530374
threshold,expanding,rf,x4,8,1,0.0017134997708187216
threshold,expanding,rf,x5,8,1,-0.010676662000888765
threshold,expanding,rf,x6,8,1,-0.000870500669412716
threshold,expanding,xgboost,x1,8,1,-0.7075006030722609
threshold,expanding,xgboost,x2,8,1,-1.3511811623419292
threshold,expanding,xgboost,x3,8,1,-0.06823988804096282
threshold,expanding,xgboost,x4,8,1,0.031327680392669865
