dgp,window,model,predictor,M,replicate,pbsv
polynomial,expanding,xgboost,x2,6,1,-0.5648429666655618
polynomial,expanding,xgboost,x3,6,1,-1.492808916369274
polynomial,expanding,xgboost,x4,6,1,0.004217086632800182
polynomial,expanding,xgboost,x5,6,1,0.0014202779799050713
polynomial,expanding,xgboost,x6,6,1,-0.0010673258590510049
polynomial,expanding,enet,x1,6,2,0.017485529071401662
polynomial,expanding,enet,x2,6,2,0.02834249452806366
polynomial,expanding,enet,x3,6,2,-0.9763146887354167
polynomial,expanding,enet,x4,6,2,0.004175379241133574
polynomial,expanding,enet,x5,6,2,0.002794873842123883
polynomial,expanding,enet,x6,6,2,0.002148438799817335
polynomial,expanding,rf,x1,6,2,-0.6426036254057176
polynomial,expanding,rf,x2,6,2,-0.40902549156316165
polynomial,expanding,rf,x3,6,2,-1.0796723209200048
polynomial,expanding,rf,x4,6,2,-0.004673075674991052
polynomial,expanding,rf,x5,6,2,-0.001424605745913965
polynomial,expanding,rf,x6,6,2,-0.005626752165851327
polynomial,expanding,xgboost,x1,6,2,-0.9304129675094339
polynomial,expanding,xgboost,x2,6,2,-0.5847680234257505
polynomial,expanding,xgboost,x3,6,2,-1.4933197746749531
polynomial,expanding,xgboost,x4,6,2,0.004389100564854438
polynomial,expanding,xgboost,x5,6,2,0.001680642244518619
polynomial,expanding,xgboost,x6,6,2,-0.00010737386511699976
polynomial,expanding,enet,x1,6,3,0.017471977884146044
polynomial,expanding,enet,x2,6,3,0.02833029007209979
polynomial,expanding,enet,x3,6,3,-0.9762889960248319
polynomial,expanding,enet,x4,6,3,0.004172696217492833
polynomial,expanding,enet,x5,6,3,0.0027976389123111436
polynomial,expanding,enet,x6,6,3,0.0021484196859055857
polynomial,expanding,rf,x1,6,3,-0.6379873748774174
polynomial,expanding,rf,x2,6,3,-0.4035648588246463
polynomial,expanding,rf,x3,6,3,-1.089744079160459
polynomial,expanding,rf,x4,6,3,-0.004381794121778415
polynomial,expanding,rf,x5,6,3,-0.0012363222656567308
polynomial,expanding,rf,x6,6,3,-0.0061114422256824215
polynomial,expanding,xgboost,x1,6,3,-0.9092391343388758
polynomial,expanding,xgboost,x2,6,3,-0.5659464993738385
polynomial,expanding,xgboost,x3,6,3,-1.53527456005184
polynomial,expanding,xgboost,x4,6,3,0.004692368676976921
polynomial,expanding,xgboost,x5,6,3,0.0017077772827336357
polynomial,expanding,xgboost,x6,6,3,0.0015216511389621878
polynomial,expanding,enet,x1,6,4,0.017482922948330315
polynomial,expanding,enet,x2,6,4,0.02834321184561665
polynomial,expanding,enet,x3,6,4,-0.9763162872787
polynomial,expanding,enet,x4,6,4,0.004172212016154882
polynomial,expanding,enet,x5,6,4,0.0027995971917907183
polynomial,expanding,enet,x6,6,4,0.002150370023930851
polynomial,expanding,rf,x1,6,4,-0.6430135963810026
polynomial,expanding,rf,x2,6,4,-0.40912304093797847
polynomial,expanding,rf,x3,6,4,-1.0792859587503767
polynomial,expanding,rf,x4,6,4,-0.0044741727307998636
polynomial,expanding,rf,x5,6,4,-0.0013497189919741137
polynomial,expanding,rf,x6,6,4,-0.005779383683508573
polynomial,expanding,xgboost,x1,6,4,-0.9273909001766724
polynomial,expanding,xgboost,x2,6,4,-0.5881590301476235
polynomial,expanding,xgboost,x3,6,4,-1.4931504906586517
polynomial,expanding,xgboost,x4,6,4,0.0035918402815851382
polynomial,expanding,xgboost,x5,6,4,0.0015802188633819991
polynomial,expanding,xgboost,x6,6,4,0.0009899651720990017
polynomial,expanding,enet,x1,6,5,0.01747731418506619
polynomial,expanding,enet,x2,6,5,0.02835619361119812
polynomial,expanding,enet,x3,6,5,-0.9763120125060741
polynomial,expanding,enet,x4,6,5,0.004163583230453775
polynomial,expanding,enet,x5,6,5,0.002797384230071217
polynomial,expanding,enet,x6,6,5,0.002149563996408236
polynomial,expanding,rf,x1,6,5,-0.6427329134037653
polynomial,expanding,rf,x2,6,5,-0.4141401311724469
polynomial,expanding,rf,x3,6,5,-1.0744574893072798
polynomial,expanding,rf,x4,6,5,-0.004352194421432494
polynomial,expanding,rf,x5,6,5,-0.0013081648380596593
polynomial,expanding,rf,x6,6,5,-0.0060349783326560935
polynomial,expanding,xgboost,x1,6,5,-0.9314912370726512
