horizon,model,predictor,structural_zero,source
1,nonlin_comb,fred_ces0600000007,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_awotman,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_awhman,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_houst,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_houstne,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_houstmw,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_housts,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_houstw,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_permit,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_permitne,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_permitmw,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_permits,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_permitw,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_amdmnox,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_amdmuox,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_businvx,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_isratiox,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_bogmbase,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_totresns,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_nonborres,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_busloans,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_realln,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_nonrevsl,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_conspi,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_s&p 500,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_s&p div yield,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_s&p pe ratio,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_fedfunds,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_cp3mx,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_tb3ms,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_tb6ms,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_gs1,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_gs5,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_gs10,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_aaa,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_baa,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_compapffx,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_tb3smffm,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_tb6smffm,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_t1yffm,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_t5yffm,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_t10yffm,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_aaaffm,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_baaffm,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_exszusx,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_exjpusx,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_exusukx,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_excausx,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_wpsfd49207,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_wpsfd49502,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_wpsid61,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_wpsid62,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_oilpricex,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_ppicmm,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_cpiappsl,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_cpitrnsl,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_cpimedsl,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_cusr0000sac,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_cusr0000sad,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_cusr0000sas,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_cpiulfsl,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_cusr0000sa0l2,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_cusr0000sa0l5,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_pcepi,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_ddurrg3m086sbea,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_dndgrg3m086sbea,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_dserrg3m086sbea,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_ces0600000008,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_ces2000000008,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_ces3000000008,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_dtcolnvhfnm,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_dtcthfnm,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,fred_invest,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,soc_ics,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,soc_ice,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,soc_icc,False,all_retained_no_direct_invariance_evidence
1,nonlin_comb,ar,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_rpi,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_w875rx1,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_dpcera3m086sbea,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_cmrmtsplx,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_retailx,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_indpro,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_ipfpnss,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_ipfinal,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_ipcongd,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_ipdcongd,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_ipncongd,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_ipbuseq,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_ipmat,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_ipdmat,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_ipnmat,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_ipmansics,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_ipb51222s,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_ipfuels,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_cumfns,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_hwi,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_hwiuratio,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_clf16ov,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_ce16ov,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_unrate,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_uempmean,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_uemplt5,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_uemp5to14,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_uemp15ov,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_uemp15t26,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_uemp27ov,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_claimsx,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_payems,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_usgood,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_ces1021000001,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_uscons,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_manemp,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_dmanemp,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_ndmanemp,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_srvprd,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_ustpu,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_uswtrade,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_ustrade,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_usfire,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_usgovt,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_ces0600000007,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_awotman,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_awhman,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_houst,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_houstne,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_houstmw,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_housts,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_houstw,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_permit,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_permitne,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_permitmw,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_permits,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_permitw,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_amdmnox,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_amdmuox,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_businvx,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_isratiox,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_bogmbase,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_totresns,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_nonborres,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_busloans,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_realln,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_nonrevsl,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_conspi,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_s&p 500,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_s&p div yield,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_s&p pe ratio,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_fedfunds,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_cp3mx,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_tb3ms,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_tb6ms,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_gs1,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_gs5,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_gs10,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_aaa,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_baa,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_compapffx,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_tb3smffm,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_tb6smffm,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_t1yffm,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_t5yffm,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_t10yffm,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_aaaffm,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_baaffm,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_exszusx,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_exjpusx,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_exusukx,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_excausx,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_wpsfd49207,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_wpsfd49502,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_wpsid61,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_wpsid62,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_oilpricex,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_ppicmm,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_cpiappsl,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_cpitrnsl,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_cpimedsl,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_cusr0000sac,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_cusr0000sad,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_cusr0000sas,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_cpiulfsl,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_cusr0000sa0l2,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_cusr0000sa0l5,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_pcepi,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_ddurrg3m086sbea,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_dndgrg3m086sbea,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_dserrg3m086sbea,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_ces0600000008,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_ces2000000008,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_ces3000000008,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_dtcolnvhfnm,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_dtcthfnm,False,all_retained_no_direct_invariance_evidence
1,all_comb,fred_invest,False,all_retained_no_direct_invariance_evidence
1,all_comb,soc_ics,False,all_retained_no_direct_invariance_evidence
1,all_comb,soc_ice,False,all_retained_no_direct_invariance_evidence
1,all_comb,soc_icc,False,all_retained_no_direct_invariance_evidence
1,all_comb,ar,False,all_retained_no_direct_invariance_evidence
